SHAPE_AREA,LATITUDE,SQMI,GEOMETRY,CITY,OBJECTID,ZIPCODE,LONGITUDE,STATE,SHAPE_LENGTH
797940542.453125,,28.25,,Morrisville,22292,65710,,MO,248330.81520893043
7492874986.765625,,265.61,,Mountain Grove,22293,65711,,MO,728730.9241199597
3336804065.8398438,,118.32000000000001,,Mount Vernon,22294,65712,,MO,352056.6893966754
3560825549.9570312,,126.13000000000001,,Niangua,22295,65713,,MO,358320.1088744928
1513499741.2226562,,53.69,,Nixa,22296,65714,,MO,230388.84607192175
335847095.67578125,,11.93,,Noble,22297,65715,,MO,102827.39101224417
3542133899.3984375,,125.65,,Norwood,22298,65717,,MO,539338.5134267036
896788546.5703125,,31.830000000000002,,Oldfield,22299,65720,,MO,308652.3454208963
2920604300.1289062,,103.62,,Ozark,22300,65721,,MO,459341.9348005915
476584385.4765625,,16.740000000000002,,Kansas City,22301,66104,,KS,105057.21755628713
89057352.36328125,,3.13,,Kansas City,22302,66105,,KS,50438.95560090201
554205178.2265625,,19.48,,Kansas City,22303,66106,,KS,119839.08123747658
1360936677.8203125,,47.82,,Kansas City,22304,66109,,KS,179575.2201561765
685492276.0390625,,24.1,,Kansas City,22305,66111,,KS,192543.0476021165
168304348.0625,,5.91,,Kansas City,22306,66112,,KS,67440.07285690868
7447193.40625,,0.26,,Edwardsville,22307,66113,,KS,13606.152884410061
127388745.6328125,,4.47,,Kansas City,22308,66115,,KS,63598.389297053596
21444057.8984375,,0.76,,Kansas City,22309,66118,,KS,22738.823690204987
674590.453125,,0.02,,Kansas City,22310,66160,,KS,3523.5847434232246
148836682.1015625,,5.23,,Mission,22311,66202,,KS,53154.934694637275
184199739.15234375,,6.48,,Shawnee,22312,66203,,KS,69510.60304405067
140061587.45703125,,4.92,,Overland Park,22313,66204,,KS,58794.41182201011
113449155.83984375,,3.99,,Mission,22314,66205,,KS,43786.44781041942
115910382.05859375,,4.08,,Leawood,22315,66206,,KS,50682.60802333492
128498071.30859375,,4.52,,Overland Park,22316,66207,,KS,51716.81774670054
176236022.125,,6.2,,Prairie Village,22317,66208,,KS,69784.73106113647
184034556.578125,,6.47,,Leawood,22318,66209,,KS,55806.52961041236
172824686.76171875,,6.08,,Overland Park,22319,66210,,KS,59961.55144465847
134149652.6796875,,4.72,,Leawood,22320,66211,,KS,55137.8325799406
217421011.3671875,,7.65,,Overland Park,22321,66212,,KS,63404.529143088315
230146251.76171875,,8.1,,Overland Park,22322,66213,,KS,64475.80814211705
111955648.68359375,,3.93,,Overland Park,22323,66214,,KS,59133.96278524274
229363926.75390625,,8.08,,Lenexa,22324,66215,,KS,81351.56324785251
223780585.92578125,,7.87,,Shawnee,22325,66216,,KS,71948.15055733769
2285177995.2695312,,80,,Haddam,22326,66944,,KS,235900.94021925546
2802823324.4492188,,98.10000000000001,,Hanover,22327,66945,,KS,320163.4509023311
1502798454.8515625,,52.57,,Hollenberg,22328,66946,,KS,189434.9528813547
2330658765.2617188,,81.7,,Jamestown,22329,66948,,KS,234819.0581020749
3422779402.7226562,,119.94,,Jewell,22330,66949,,KS,331571.18062825873
4268505135.1015625,,149.4,,Kensington,22331,66951,,KS,383199.3002058939
4823984091.433594,,168.83,,Lebanon,22332,66952,,KS,362963.5687838256
2093338804.390625,,73.34,,Linn,22333,66953,,KS,234971.74169238395
1334565718.8398438,,46.69,,Mahaska,22334,66955,,KS,181456.70110961536
11232276045.160156,,393.34000000000003,,Mankato,22335,66956,,KS,578962.4280589494
2740317705.1523438,,95.92,,Morrowville,22336,66958,,KS,366586.85684452846
1446985889.5703125,,50.61,,Munden,22337,66959,,KS,160989.95576525753
1587410870.4765625,,55.550000000000004,,Narka,22338,66960,,KS,181378.6571326037
860970613.7851562,,30.17,,Norway,22339,66961,,KS,156143.45390744053
1489210761.2695312,,52.2,,Palmer,22340,66962,,KS,210218.00009557814
805332386.203125,,28.25,,Randall,22341,66963,,KS,175967.58131001922
1884840043.2382812,,65.94,,Republic,22342,66964,,KS,181676.55983197308
2947844732.8984375,,103.24000000000001,,Scandia,22343,66966,,KS,282425.5040316688
6685422717.8671875,,234,,Smith Center,22344,66967,,KS,458215.5793178137
4042119378.1640625,,141.5,,Washington,22345,66968,,KS,328620.73131527024
1424560679.1679688,,49.84,,Webber,22346,66970,,KS,235279.03988087803
720930560.8398438,,25.51,,Andale,22347,67001,,KS,133914.98949295367
3159615052.8789062,,110.99000000000001,,Slater,22348,65349,,MO,429224.60089683457
1496791480.6679688,,52.730000000000004,,Smithton,22349,65350,,MO,371467.8427476332
3238029578.4179688,,113.88,,Sweet Springs,22350,65351,,MO,385165.4812954581
863252436.140625,,30.42,,Syracuse,22351,65354,,MO,185506.41171079074
7197340460.8984375,,254.06,,Warsaw,22352,65355,,MO,710459.2695279229
4323764076.847656,,152.41,,Windsor,22353,65360,,MO,558892.8462455419
7910451401.753906,,279.62,,Rolla,22354,65401,,MO,835679.4212401952
7501744.8984375,,0.27,,Rolla,22355,65409,,MO,19152.194662765036
393071477.2109375,,13.92,,Beulah,22356,65436,,MO,145155.15824618406
1420219408.1796875,,50.27,,Phillipsburg,22357,65722,,MO,374872.80335432146
2555357140.1445312,,90.67,,Pierce City,22358,65723,,MO,434105.2776627715
546904309.3984375,,19.330000000000002,,Pittsburg,22359,65724,,MO,165284.471245798
903819192.4335938,,32.01,,Pleasant Hope,22360,65725,,MO,228638.5623525477
591825010.53125,,20.94,,Polk,22361,65727,,MO,284091.7904772197
51129411.00390625,,1.81,,Ponce de Leon,22362,65728,,MO,37402.13400165972
611063906.875,,21.71,,Pontiac,22363,65729,,MO,130540.5573286193
737208986.2070312,,26.18,,Powell,22364,65730,,MO,238144.2651740483
56103100.34765625,,2,,Powersite,22365,65731,,MO,45630.789707585194
245306917.44140625,,8.63,,Shawnee,22366,66217,,KS,84694.73410735524
258387152.05859375,,9.09,,Shawnee,22367,66218,,KS,83490.22816356613
277004960.6796875,,9.74,,Lenexa,22368,66219,,KS,96979.0939679045
176128239.4609375,,6.19,,Lenexa,22369,66220,,KS,60711.81852422841
379713437.08203125,,13.370000000000001,,Overland Park,22370,66221,,KS,133489.34481637672
181538811.48046875,,6.4,,Overland Park,22371,66223,,KS,63007.57629842121
190593041.87109375,,6.71,,Overland Park,22372,66224,,KS,62200.341197905174
353290291.421875,,12.42,,Shawnee,22373,66226,,KS,109209.98473097566
376094607.75,,13.23,,Lenexa,22374,66227,,KS,86127.15324933355
8095018894.25,,284.74,,Alma,22375,66401,,KS,601793.5277025455
1365815291.0742188,,48.050000000000004,,Auburn,22376,66402,,KS,187851.05405729305
2026526669.7304688,,70.93,,Axtell,22377,66403,,KS,240258.6884998512
2300453766.0820312,,80.48,,Baileyville,22378,66404,,KS,240724.9525507429
2079049050.7148438,,72.75,,Beattie,22379,66406,,KS,240501.10632553775
1588413718.9648438,,55.78,,Belvue,22380,66407,,KS,243722.7026984099
1064377303.203125,,37.230000000000004,,Bern,22381,66408,,KS,139558.932685292
2160779458.4960938,,76.01,,Berryton,22382,66409,,KS,311154.6095265604
1043688231.5507812,,36.93,,Andover,22383,67002,,KS,180484.06893540535
4936676509.8046875,,175.09,,Anthony,22384,67003,,KS,381359.36020309984
2659630101.2109375,,94.25,,Argonia,22385,67004,,KS,329101.2063472609
4403161537.996094,,156.22,,Arkansas City,22386,67005,,KS,431937.728207776
3257014728.6953125,,115.35000000000001,,Atlanta,22387,67008,,KS,313356.5089327217
4201811409.8320312,,148.92000000000002,,Attica,22388,67009,,KS,339869.6829957142
3375010807.2734375,,119.42,,Augusta,22389,67010,,KS,337964.668488152
12722188.15625,,0.45,,Beaumont,22390,67012,,KS,14954.801338038744
2273848988.5351562,,80.55,,Belle Plaine,22391,67013,,KS,312316.26547805156
51523300.640625,,1.82,,Bentley,22392,67016,,KS,39026.36733749549
1830893453.9257812,,64.74,,Benton,22393,67017,,KS,246509.31725301407
2436742325.8203125,,86.42,,Bluff City,22394,67018,,KS,209336.2766204665
2686012649.8828125,,95.19,,Burden,22395,67019,,KS,349416.75446462486
3825061298.8515625,,135.14000000000001,,Burrton,22396,67020,,KS,387385.3259720002
1711157343.15625,,60.53,,Byers,22397,67021,,KS,220042.99979053435
10257766091.089844,,364.04,,Birch Tree,22398,65438,,MO,570005.9292808637
2487946173.6835938,,88.03,,Bixby,22399,65439,,MO,206789.04183579367
1855354873.8007812,,65.67,,Boss,22400,65440,,MO,191784.97060059852
4879629015.8828125,,172.35,,Bourbon,22401,65441,,MO,617596.3569722682
466607769.25,,16.48,,Brinktown,22402,65443,,MO,133819.97974578064
2277332292.21875,,80.68,,Bucyrus,22403,65444,,MO,401389.22233467206
1372440073.21875,,48.53,,Cherryville,22404,65446,,MO,280600.65074023267
1128236145.3828125,,39.89,,Cook Sta,22405,65449,,MO,320851.8110669967
2648412169.5507812,,93.60000000000001,,Crocker,22406,65452,,MO,401009.26236810663
4165465000.1992188,,147.11,,Cuba,22407,65453,,MO,661501.5449460014
1748513684.3085938,,61.81,,Preston,22408,65732,,MO,193454.66677981854
1349142002.578125,,47.96,,Protem,22409,65733,,MO,247348.38273778587
2353189012.5820312,,83.56,,Purdy,22410,65734,,MO,382318.69401292334
1536813706.3398438,,54.31,,Quincy,22411,65735,,MO,225354.90118996517
2493334808.640625,,88.56,,Reeds Spring,22412,65737,,MO,380222.62595659937
1528665646.140625,,54.2,,Republic,22413,65738,,MO,237835.8601631315
426134904.64453125,,15.15,,Ridgedale,22414,65739,,MO,151759.6255067453
131507949.2734375,,4.67,,Rockaway Beach,22415,65740,,MO,97993.9810124746
3538126648.2382812,,125.48,,Rogersville,22416,65742,,MO,491290.5904098674
826313343.2695312,,29.36,,Rueter,22417,65744,,MO,181532.53373239402
3218728622.7265625,,112.8,,Blue Rapids,22418,66411,,KS,349953.8351639695
1257049686.7773438,,44,,Bremen,22419,66412,,KS,236730.61164388756
2713322483.1328125,,95.53,,Burlingame,22420,66413,,KS,274508.50314085477
1816226135.546875,,63.93,,Carbondale,22421,66414,,KS,293015.7788815987
2562693700.2109375,,89.77,,Centralia,22422,66415,,KS,337131.2220263892
911399777.5195312,,31.96,,Circleville,22423,66416,,KS,173830.7785088636
1784237200.3867188,,62.54,,Corning,22424,66417,,KS,267471.31312694034
2726268195.734375,,95.73,,Delia,22425,66418,,KS,337253.2135273237
686774930.484375,,24.1,,Denison,22426,66419,,KS,162780.17201288557
1154207280.203125,,40.52,,Emmett,22427,66422,,KS,174844.02952070834
3849895651.2148438,,135.48,,Eskridge,22428,66423,,KS,393859.97348925774
1616873005.0078125,,56.660000000000004,,Everest,22429,66424,,KS,193586.893380031
1483563300.46875,,51.95,,Fairview,22430,66425,,KS,219059.83201005953
5817835685.9765625,,203.87,,Frankfort,22431,66427,,KS,384872.01833757205
2203740241.625,,77.21000000000001,,Goff,22432,66428,,KS,234860.380713746
5999789485.5078125,,212.79,,Caldwell,22433,67022,,KS,428402.66916277225
3885290410.3125,,137.67000000000002,,Cambridge,22434,67023,,KS,364905.25119429245
8239498148.605469,,292.18,,Cedar Vale,22435,67024,,KS,546084.6544343001
3602545571.7695312,,127.5,,Cheney,22436,67025,,KS,380031.7715653149
2703471802.1523438,,95.72,,Clearwater,22437,67026,,KS,320913.3113937688
2264538166.216797,,80.19,,Coats,22438,67028,,KS,270006.2568516019
11318182325.08789,,401.33,,Coldwater,22439,67029,,KS,582935.2216459785
1177762159.9882812,,41.660000000000004,,Colwich,22440,67030,,KS,180171.14558405578
3019430135.4375,,106.97,,Conway Springs,22441,67031,,KS,301201.98624102137
5645464159.2578125,,199.79,,Cunningham,22442,67035,,KS,415037.0729705763
1691000529.21875,,59.81,,Davisville,22443,65456,,MO,246480.57492293726
603421662.9140625,,21.34,,Devils Elbow,22444,65457,,MO,141575.98313574717
6043381627.597656,,213.53,,Dixon,22445,65459,,MO,726818.8120782688
1418235623.46875,,50.18,,Duke,22446,65461,,MO,364692.7131921502
2348603549.3671875,,83.11,,Edgar Springs,22447,65462,,MO,411862.0559197085
2078903896.5507812,,73.5,,Eldridge,22448,65463,,MO,377556.822471081
1178135728.453125,,41.77,,Elk Creek,22449,65464,,MO,255409.43324000246
7931239840.457031,,281.2,,Eminence,22450,65466,,MO,502181.9062414385
2095827831.296875,,74.49,,Seligman,22451,65745,,MO,310566.6981228798
5928603352.152344,,210.24,,Seymour,22452,65746,,MO,583671.5871347463
2832963720.640625,,100.66,,Shell Knob,22453,65747,,MO,412432.0193452584
1409897470.6914062,,49.96,,South Greenfield,22454,65752,,MO,190718.4307736179
1747276403.9023438,,61.99,,Sparta,22455,65753,,MO,397320.61138544325
608502968.078125,,21.6,,Spokane,22456,65754,,MO,155035.7257058511
1709077007.859375,,60.68,,Squires,22457,65755,,MO,273640.3693550424
965097749.9023438,,34.24,,Stotts City,22458,65756,,MO,233601.92306618637
436157740.80859375,,15.34,,Grantville,22459,66429,,KS,151249.89004922283
2192837806.8398438,,77.18,,Harveyville,22460,66431,,KS,317738.07681126223
1823198576.359375,,63.96,,Havensville,22461,66432,,KS,238048.45314257845
6339633307.7265625,,221.89000000000001,,Hiawatha,22462,66434,,KS,398482.0487467245
5232436447.1015625,,183.56,,Holton,22463,66436,,KS,507559.75536054396
1297645588.4414062,,45.410000000000004,,Home,22464,66438,,KS,216932.46938997167
2600234902.4375,,91.12,,Horton,22465,66439,,KS,258605.34561565265
1439789830.2109375,,50.57,,Hoyt,22466,66440,,KS,223046.8037710988
8078102068.6484375,,284.09000000000003,,Junction City,22467,66441,,KS,687984.2554154419
1015546756.2460938,,36.42,,Gramercy,22468,70052,,LA,160414.05634859516
108080447.4140625,,3.88,,Gretna,22469,70053,,LA,55494.19903346848
188418800.734375,,6.76,,Gretna,22470,70056,,LA,66374.3744469337
1950852725.1757812,,69.97,,Hahnville,22471,70057,,LA,233784.12448297197
409177595.58203125,,14.67,,Harvey,22472,70058,,LA,106590.75548030203
215341094.1328125,,7.72,,Kenner,22473,70062,,LA,70797.95717995694
226005544.97265625,,8.1,,Kenner,22474,70065,,LA,66592.70557117282
4928624003.371094,,176.72,,Lafitte,22475,70067,,LA,1177804.407718575
3756501614.1796875,,134.74,,LA Place,22476,70068,,LA,346299.4942154338
544199178.8671875,,19.52,,Luling,22477,70070,,LA,173532.48403045104
106896015.46484375,,3.84,,Lutcher,22478,70071,,LA,72862.27037360257
1519169715.1757812,,54.480000000000004,,Marrero,22479,70072,,LA,214017.97246863303
555430126.3867188,,19.92,,Meraux,22480,70075,,LA,125700.14065332859
127882331.37109375,,4.59,,Mount Airy,22481,70076,,LA,53888.12680877859
737004620.0390625,,26.44,,Norco,22482,70079,,LA,130301.11502029962
793574728.5761719,,27.89,,Catharine,22483,67627,,KS,168208.64022070123
713172719.8007812,,25.01,,Cedar,22484,67628,,KS,159517.31530778905
834587162.5195312,,29.26,,Clayton,22485,67629,,KS,186522.57024856686
5849939738.591797,,205.75,,Collyer,22486,67631,,KS,371888.2901934299
1135355115.328125,,39.85,,Damar,22487,67632,,KS,156644.45735851902
3367770251.4023438,,118.54,,Dorrance,22488,67634,,KS,386277.61550564604
1528735611.6914062,,53.59,,Dresden,22489,67635,,KS,195008.876406572
12598692977.789062,,443.18,,Ellis,22490,67637,,KS,863467.6189627742
6201365255.296875,,217.32,,Gaylord,22491,67638,,KS,665983.1495283258
2926745598.9140625,,102.59,,Glade,22492,67639,,KS,274054.27058464807
2879870427.6464844,,101.32000000000001,,Gorham,22493,67640,,KS,379721.61914081004
10211015345.013672,,358.41,,Hill City,22494,67642,,KS,608602.0903453466
3072220564.4746094,,107.63,,Jennings,22495,67643,,KS,301803.9837602763
1561909582.1679688,,54.29,,Raymond,22496,68428,,NE,360433.5367700443
474329313.95703125,,16.580000000000002,,Reynolds,22497,68429,,NE,140234.22857506425
1256612803.875,,43.78,,Roca,22498,68430,,NE,240244.80790193987
1381586437.3554688,,48.29,,Rulo,22499,68431,,NE,231269.96254592034
1189119734.6289062,,41.58,,Salem,22500,68433,,NE,151058.80764439292
4579477381.449219,,159.29,,Seward,22501,68434,,NE,447067.02423843305
1972980876.09375,,68.83,,Shickley,22502,68436,,NE,327442.57201376674
751381097.8789062,,26.240000000000002,,Shubert,22503,68437,,NE,130563.66013596299
3179178.80078125,,0.11,,Sprague,22504,68438,,NE,7772.966532984611
1061934241.1914062,,36.92,,Staplehurst,22505,68439,,NE,149826.9354144197
434524828.73828125,,15.19,,Steele City,22506,68440,,NE,153828.08818590693
2069992570.6210938,,72.31,,Steinauer,22507,68441,,NE,220112.5567001348
898559139.4101562,,31.38,,Stella,22508,68442,,NE,128287.14385714167
3055740835.9257812,,106.57000000000001,,Sterling,22509,68443,,NE,292691.1512410413
754746980.3632812,,26.34,,Strang,22510,68444,,NE,160520.52470584304
832221699.8554688,,29.05,,Swanton,22511,68445,,NE,128575.07706046457
2574391846.7109375,,89.68,,Syracuse,22512,68446,,NE,325422.87879454147
1548816347.8789062,,54.11,,Table Rock,22513,68447,,NE,198424.02572004386
1583069540.6289062,,55.19,,Talmage,22514,68448,,NE,230431.91164565162
3908652823.7929688,,136.41,,Tecumseh,22515,68450,,NE,388188.0791531214
719274102.7851562,,25.09,,Ong,22516,68452,,NE,128596.45686302191
1692195239.8125,,59.050000000000004,,Tobias,22517,68453,,NE,203635.7202402645
5330993828.605469,,184.65,,Scotia,22518,68875,,NE,425504.315819659
2741603823.4023438,,95.42,,Shelton,22519,68876,,NE,431086.8480282951
3393270994.857422,,117.99000000000001,,Sumner,22520,68878,,NE,296944.60121709394
8276398776.203125,,285.92,,Taylor,22521,68879,,NE,450869.90671761846
892726060.0351562,,30.95,,Westerville,22522,68881,,NE,161382.0268514996
4910004374.066406,,170.17000000000002,,Wolbach,22523,68882,,NE,511862.8110958776
5112088666.839844,,177.92000000000002,,Wood River,22524,68883,,NE,468696.7629998271
4028108009.859375,,140.39000000000001,,Hastings,22525,68901,,NE,409377.11836365744
4195018325.873047,,146.59,,Alma,22526,68920,,NE,374595.71091210784
4134710729.6152344,,144.33,,Arapahoe,22527,68922,,NE,371198.38777679397
485832663.8828125,,16.95,,Atlanta,22528,68923,,NE,170865.28055404572
2866396483.2695312,,99.94,,Axtell,22529,68924,,NE,332163.38580275886
143228657.71484375,,5.14,,Paradis,22530,70080,,LA,68560.1736032979
2665216115.515625,,95.63,,Pilottown,22531,70081,,LA,4117813.0600584527
6779429670.519531,,243.08,,Port Sulphur,22532,70083,,LA,2336277.416927021
387305449.09765625,,13.89,,Reserve,22533,70084,,LA,94013.71993051512
14308886072.175781,,513.14,,Saint Bernard,22534,70085,,LA,5468766.8408831945
2610194628.125,,93.62,,Saint James,22535,70086,,LA,286501.7405381793
830820792.328125,,29.8,,Saint Rose,22536,70087,,LA,133588.53474433869
1600619108.6796875,,57.4,,Vacherie,22537,70090,,LA,232610.84847030966
1405638717.5742188,,50.4,,Venice,22538,70091,,LA,1218662.679588473
486493711.4140625,,17.45,,Violet,22539,70092,,LA,119619.50474011643
1400930790.4882812,,50.25,,Westwego,22540,70094,,LA,186688.5264408765
22864336.0234375,,0.82,,New Orleans,22541,70112,,LA,22841.850712548166
31707548.015625,,1.14,,New Orleans,22542,70113,,LA,29141.663059841627
163495551.20703125,,5.86,,New Orleans,22543,70114,,LA,62007.427161034684
121857612.09375,,4.37,,New Orleans,22544,70115,,LA,48957.452321281795
39194449.859375,,1.41,,New Orleans,22545,70116,,LA,30573.163723817706
171982774.58984375,,6.17,,New Orleans,22546,70117,,LA,55559.49384431626
149437437.296875,,5.36,,New Orleans,22547,70118,,LA,68874.55360461237
127688331.24609375,,4.58,,New Orleans,22548,70119,,LA,53846.74761567967
106749247.140625,,3.83,,New Orleans,22549,70121,,LA,49470.53295256828
192248792.36328125,,6.890000000000001,,New Orleans,22550,70122,,LA,58874.30784070085
260629727.14453125,,9.34,,New Orleans,22551,70123,,LA,75087.67202095634
1985568869.0683594,,69.58,,Kirwin,22552,67644,,KS,251253.11441614808
8208053908.025391,,287.61,,Lenora,22553,67645,,KS,538730.3658289724
2714576897.8671875,,95.15,,Logan,22554,67646,,KS,323957.4964033479
1593406593.0488281,,55.75,,Long Island,22555,67647,,KS,240938.67932349766
4360525729.7109375,,153.24,,Lucas,22556,67648,,KS,388193.75690960395
2961569025.375,,104.11,,Luray,22557,67649,,KS,402448.81475721445
7026360000.183594,,246.62,,Morland,22558,67650,,KS,484451.86977331276
4678516170.345703,,164.3,,Natoma,22559,67651,,KS,516459.4621616303
4591259433.681641,,160.68,,Norcatur,22560,67653,,KS,304109.3980747876
11522091904.789062,,403.37,,Norton,22561,67654,,KS,591048.8211665642
2166693835.904297,,76.22,,Ogallah,22562,67656,,KS,334987.52971239964
3672928301.5664062,,129.01,,Palco,22563,67657,,KS,332846.87471840624
3326296276.7421875,,116.93,,Paradise,22564,67658,,KS,364271.4716333613
2080014452.4335938,,73.03,,Penokee,22565,67659,,KS,320966.7965435048
525152586.4433594,,18.490000000000002,,Pfeifer,22566,67660,,KS,107968.89868091252
1659902280.2929688,,57.82,,Unadilla,22567,68454,,NE,229092.0525551961
1208469387.0625,,42.06,,Union,22568,68455,,NE,183568.7952159681
1637355188.0703125,,56.95,,Utica,22569,68456,,NE,194661.7951518128
1171599405.90625,,40.95,,Verdon,22570,68457,,NE,190568.62690148363
675024735.3398438,,23.57,,Virginia,22571,68458,,NE,126984.96361067561
2556926886.7617188,,88.95,,Waco,22572,68460,,NE,282976.144436094
732909803.3398438,,25.51,,Walton,22573,68461,,NE,112660.7055382642
1546001497.5976562,,53.76,,Waverly,22574,68462,,NE,241835.1012783403
1799400246.0117188,,62.61,,Weeping Water,22575,68463,,NE,237126.93707602142
2467802602.71875,,86.09,,Western,22576,68464,,NE,332156.199876847
2506235162.9335938,,87.41,,Wilber,22577,68465,,NE,247335.31866445037
2825220948.296875,,98.78,,Wymore,22578,68466,,NE,277083.01655707695
5459775759.152344,,189.94,,York,22579,68467,,NE,425518.765600227
166447734.578125,,5.8,,Lincoln,22580,68502,,NE,60221.543675906105
75569086.09375,,2.63,,Lincoln,22581,68503,,NE,43329.919415023825
227814513.32421875,,7.92,,Lincoln,22582,68504,,NE,90025.6795722339
127617874.1875,,4.44,,Lincoln,22583,68505,,NE,50325.142266511924
206508376.0234375,,7.19,,Lincoln,22584,68506,,NE,64178.74928785282
305596270.5078125,,10.63,,Lincoln,22585,68507,,NE,93601.54974627892
84420704.6640625,,2.94,,Lincoln,22586,68508,,NE,74083.02346173939
128388247.5234375,,4.47,,Lincoln,22587,68510,,NE,61525.81296118005
255661254.796875,,8.9,,Lincoln,22588,68512,,NE,79458.07148346354
214047737.7265625,,7.44,,Lincoln,22589,68514,,NE,92084.04293305166
1780601996.6796875,,62.120000000000005,,Ayr,22590,68925,,NE,223142.06690150063
3478747332.6777344,,121.60000000000001,,Beaver City,22591,68926,,NE,339413.4029032188
4967049763.246094,,173.20000000000002,,Bertrand,22592,68927,,NE,444972.15421472915
3798207782.1054688,,132.63,,Bladen,22593,68928,,NE,348589.1050581172
2842734760.625,,99.36,,Bloomington,22594,68929,,NE,305650.55965075595
3501739557.703125,,122.25,,Blue Hill,22595,68930,,NE,377081.92307824775
2255278712.7304688,,78.75,,Campbell,22596,68932,,NE,301556.65514967014
1978147044.6914062,,68.97,,Clay Center,22597,68933,,NE,256703.1883655708
866745307.3789062,,30.25,,Deweese,22598,68934,,NE,152790.3578954949
3721492838.125,,129.87,,Edgar,22599,68935,,NE,385517.34332186193
2231019902.001953,,77.91,,Edison,22600,68936,,NE,305748.6152440329
6875272740.146484,,239.64000000000001,,Elwood,22601,68937,,NE,501760.18692559504
1479805322.7070312,,51.65,,Fairfield,22602,68938,,NE,221949.49619884102
2316119852.1210938,,80.9,,Franklin,22603,68939,,NE,280507.5950957806
2470324594.1445312,,86.12,,Funk,22604,68940,,NE,242040.22476146175
4937320721.0078125,,174.71,,Leon,22605,67074,,KS,446596.1173269425
478829106.84375,,16.94,,Maize,22606,67101,,KS,101334.23080969288
1144811585.6835938,,40.6,,Maple City,22607,67102,,KS,197148.73891130672
1344100586.7460938,,47.65,,Mayfield,22608,67103,,KS,266809.4891636258
11040575908.009766,,391.29,,Medicine Lodge,22609,67104,,KS,675616.7991344118
1386772547.9140625,,49.17,,Milan,22610,67105,,KS,221969.90705090677
1497674355.9140625,,53.03,,Milton,22611,67106,,KS,194389.22836423467
3163957760.1679688,,111.69,,Moundridge,22612,67107,,KS,300478.0445809216
1936724506.734375,,68.47,,Mount Hope,22613,67108,,KS,257444.25234803825
4857348381.449219,,172,,Mullinville,22614,67109,,KS,319642.00867281726
1513240337.5585938,,53.6,,Mulvane,22615,67110,,KS,226575.04732660644
1864734968.4804688,,66,,Murdock,22616,67111,,KS,228335.18495197373
1695831364.2695312,,60.06,,Nashville,22617,67112,,KS,221005.1511265753
10719731189.644531,,375.24,,Phillipsburg,22618,67661,,KS,714571.2384093044
8782284386.904297,,308.53000000000003,,Plainville,22619,67663,,KS,766191.6299849511
2438129241.591797,,85.35000000000001,,Prairie View,22620,67664,,KS,332063.3895226148
8914041213.195312,,313.72,,Russell,22621,67665,,KS,609092.5984542848
3660030.048828125,,0.13,,Schoenchen,22622,67667,,KS,8303.80365109819
10803466490.49414,,378.99,,Stockton,22623,67669,,KS,479722.2465501867
3981380913.3945312,,140.11,,Victoria,22624,67671,,KS,503354.67228951724
8417573137.330078,,296.09000000000003,,Wakeeney,22625,67672,,KS,461269.4656233748
3542445086.7070312,,124.46000000000001,,Waldo,22626,67673,,KS,451065.6316386633
125247944.91015625,,4.41,,Walker,22627,67674,,KS,63158.80870382117
2984061974.7402344,,104.71000000000001,,Woodston,22628,67675,,KS,257211.1411436764
559506164.9804688,,19.47,,Lincoln,22629,68516,,NE,109770.37274854581
809283343.2148438,,28.150000000000002,,Lincoln,22630,68517,,NE,147248.24605802205
333064927.01953125,,11.59,,Lincoln,22631,68520,,NE,115544.48706247512
368735835.44921875,,12.83,,Lincoln,22632,68521,,NE,101227.9782155719
338145799.8125,,11.77,,Lincoln,22633,68522,,NE,95935.0251776317
520961151.63671875,,18.14,,Lincoln,22634,68523,,NE,139006.49373837587
778853119.3828125,,27.09,,Lincoln,22635,68524,,NE,228951.76188436258
290787894.10546875,,10.13,,Lincoln,22636,68526,,NE,94757.36615334442
851813607.546875,,29.63,,Lincoln,22637,68527,,NE,136348.77758074633
444217064.16015625,,15.450000000000001,,Lincoln,22638,68528,,NE,157514.07882175778
292766179.5859375,,10.18,,Lincoln,22639,68531,,NE,88849.76859751713
377751858.6640625,,13.15,,Lincoln,22640,68532,,NE,105326.21386209533
14228658.48828125,,0.5,,Lincoln,22641,68583,,NE,15924.98813862416
12808602.66796875,,0.45,,Lincoln,22642,68588,,NE,28821.612730937708
7547982676.644531,,261.58,,Columbus,22643,68601,,NE,660886.6253418801
8124337814.222656,,281.04,,Albion,22644,68620,,NE,521422.23297849286
771699526.5078125,,26.740000000000002,,Ames,22645,68621,,NE,177237.12225931894
5934787840.222656,,205.01,,Bartlett,22646,68622,,NE,418589.2362673046
2402588964.2304688,,83.79,,Glenvil,22647,68941,,NE,333692.6017300424
3886434786.5078125,,135.85,,Guide Rock,22648,68942,,NE,310162.1028061794
1464879953.6054688,,51.22,,Hardy,22649,68943,,NE,161539.27844926342
2676377678.1679688,,93.26,,Harvard,22650,68944,,NE,303897.8244066736
1239123626.5078125,,43.19,,Heartwell,22651,68945,,NE,176548.70903286128
2224536914.1328125,,77.77,,Hendley,22652,68946,,NE,236293.84683224896
2080909647.4375,,72.63,,Hildreth,22653,68947,,NE,216361.06969118153
1899165640.8046875,,66.31,,Holbrook,22654,68948,,NE,276752.5375839047
5385055457.578125,,187.85,,Holdrege,22655,68949,,NE,532040.8956681727
